"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù",
"¸ÅÆ÷À¾","¿ùÆò±Õ","","54","48","51","48","52","38","28","19","32","27","47","48","52","50","42","46","33","29","31","23","29","34","59","61","64","54","60","42","49","39","29","32","29","35","56","47","45","42","46","35","26","30","15","23","19","30","36","45","46","46","57","37","44","28","23","25","18","33",
"´Ü¼º¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","30","21","27","12","17","14","20","24","29","30","33","41","29","41","22","18","19","13","18",
"´Ü¾çÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","34","26","32","15","20","22","33","37","40","39","41","55","36","46","26","18","18","13","23",
"ÁøÃµÀ¾","¿ùÆò±Õ","","54","47","59","56","59","40","30","24","35","32","47","44","53","48","50","55","45","37","28","21","23","37","64","49","69","62","67","43","50","34","26","27","25","35","47","45","47","43","47","48","40","40","23","23","24","38","44","43","44","48","70","43","38","35","19","24","18","33",
"´ö»êÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","45","37","40","18","20","21","36","44","41","42","45","64","40","61","33","14","20","15","30",
"¿ÁÃµÀ¾","¿ùÆò±Õ","","","","","53","53","35","21","16","28","26","44","42","46","47","43","50","39","34","27","26","24","32","62","52","65","64","67","43","49","36","24","26","23","31","45","45","44","40","41","42","31","36","15","17","24","34","39","40","41","42","61","39","51","31","19","22","16","29",
"¿µµ¿À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","48","41","35","27","27","27","34","57","47","65","64","67","42","45","36","26","26","23","29","42","43","41","40","42","43","33","36","16","20","20","31**","33","39","39","41","61","40","47","31","21","23","18","26",
"ÁõÆòÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27",
"µµ¾È¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","60","49","44","35","27","28","44","59","48","69","63","67","40","57","46","30","28","21","32","47","46","50","42","38","40","42","45","22","30","32","43","46","48","44","51","67","41*","","","19","23","17","35",
"º¸ÀºÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","71","63","65","40","44","26","16","22","18","29","42","44","42","41","45","44","29","31","13","17","18","32","38","41","39","42","56","38","48","30","19","17","14","26",
"¼ºÈ²µ¿","¿ùÆò±Õ","","51","44","57","56","66","46","36","29","40","38**","51","49","59","55","56","56","42","37","24","23","21","34","71","52","71","65","76","48","56","37","31","33","29","40","53","50","52","50","","","","37","23","25","25","41","46","48","47","54","74","40","52","35","22","24","18","26*",
"¹é¼®µ¿","¿ùÆò±Õ","","57","48","63","56","60","40","35","27","37","38","43","42","50","47","47","53","43","37","27","26","21","25","67","48","74","68","75","50","50","35","27","30","24","29","40","36","41","44","45","41","33","34*","23","25","27","46","49","46","47","58","85","53","69","43","27","27","21","38",
"¼º°ÅÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","58**","54","57","53","38","32","22","23","22","35","75","57","76","69","80","45","50","32","27","27","25","37","58*","56","57","47","47","42","31","30","19","23","24","41","49","52","52","61","81","47","61","33","18","21","17","31",
"½Å¹æµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","48","40","41","24","24","25","42","46","47","47","53","80","50","66","39","26","26","21","38",
"³­Áöµµ¸®","¿ùÆò±Õ","","47","41","57","62","67","45","44","43","47","29","39","32*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Á¤°î¸®","¿ùÆò±Õ","","52","46","62","65","74","45","29","34","51","42*","","56**","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"¼Û»ê¸é","¿ùÆò±Õ","","","","","","","","","","","","","","62*","75","59","66","65","55","30","34","30","49","72","67","86","79","100","67","83","54","34","35","35","52","57","56","57","56","70","62","50","51","32","27","30","52","55","54","57","75","99","63","77","50","34","30","23","42",
"´çÁø½ÃÃ»»ç","¿ùÆò±Õ","","","","","","","","","","","","","","55*","46","46","49","38","33","20","20","20","30","63","46","65","61","76","50","57","33","27","29","29","43","50","47","50","48","48","45","37","34","24","24","28","42","46","47","48","61","89","50","62","35","25","23","19","25*",
"µ¶°ù¸®","¿ùÆò±Õ","","38","34","51","59","69","43","30","30","41","33*","34","32","42","45","46","45","40","33","24","29","23","29","54","43","51","42","56","44","51","27","26","28","26","37","39","35","44","40*","48","45","31","28","23","26","28","37","41","39","45","54","87","45","59","29","24","25","22","29",
"µ¿¹®µ¿","¿ùÆò±Õ","","38","41","56","63","74","48","30","28","44","41","46","40","51","49","38","45","39","33","24","27","25","34","53","37","51","55","59","42","50","28","25","29","27","38","41","35","41","39","43","45","30","35","25","29","23**","0","37","38","41","50","80","47","69","44","25","25","19","35",
"´ë»ê¸®","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","38**","28","19","22","20","25","47","36","48","43","50","33","43","29","27","30","28","37","39","39","42","43","43","42","30","28","21","22","22","31","34","35","40","49","74","42","59","29","22","23","18","26",
"¼º¿¬¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","42","32","28","20","22","22","34","35","37","42","52","77","44","66","31","22","22","17","28",
"¸ðÁ¾µ¿","¿ùÆò±Õ","","66","61","79","69","65","36","40*","31*","43*","57","57","49","58","52","50","59","50","44","24","28","24","39","76","54","75","68","82","50","59","38","26","27","27","46","56","50","50","48","52","47","42","39","22","23","25","46","49","48","49","61","87","51","69","42","28","27","22","42",
"¹è¹æÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","50*","57","55","53","58","49","38","17*","25","25","36","71","49","69","65","77","53","64","47","37","36","33","45","50","43","46","41","48","47","40","38","24","24","25","42","46","44","45","55","76","49","65","40","24","26","17","34",
"µµ°í¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","66**","52","45","35","21","24","21","31","63","47","63","59","79","50","58","38","26","26","24","45","54","51","54","50","50*","48","40","36","24","26","28","46","50","48","46","59","81","50","65","37","22","23","18","37",
"µÐÆ÷¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","76**","61","53","45","25","29","27","43","81","57","82","61*","75","58","68","43","34","33","33","51","60","55","57","57","59","52","46","42","25","25","29","50","55","51","50","62","85","55","72","44","29","29","22","49**",
"ÀÎÁÖ¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","68**","55","51","43","25","27","23","36","70","48","69","72","87","61","67","50","34","38","36","54","57","50","53","50","59","48","43","42","27","25","28","49","50","47","47","59","87","53","70","41","27","29","21","39",
"³í»ê","¿ùÆò±Õ","","","","","","","","32","26","37","39","49","48","53","53","47","52","40","38","24","22","20","33","55","45","65","64","70","39","50","35","26","29","26","34","46","42","44","47","54","48","38","45","24","25","23","37","38","43","43","45","69","41","61","40","27","23","18","35",
"¿¬¹«À¾»ç¹«¼Ò","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","20","37","40","45","43","46","73","42","58","32","17","18","15","31",
"¼ºµ¿¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","17","17","15","35",
"ÀÌ¿ø¸é","¿ùÆò±Õ","","","","","","","","32","30","37","33","39","41","46","48","42","46","39","35","26","22","19","21","37","29","51","52","61","37","44","25","24","28","24","35","35","33","38","35","40","40","30","28","21","23","22","28","32","35","42","49","82","46","68","34","28","28","23","29",
"ÅÂ¾ÈÀ¾","¿ùÆò±Õ","","","","","","","","","","48**","38","45","44","51","49","45","50","42","38","28","30","23","31","53","37","60","61","69","43","51","29","27","32","30","41","44","40","45","43","47","44","33","32","22","29","26","38","42","39","43","53","78","45","71","40","28","26","20","31",
"¿øºÏ¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","23","23","20","27",
"´ëÃµ2µ¿","¿ùÆò±Õ","","","","","","","","33","22","38","35","46","44","45","41","46","46","38","38","19","21","19","26","52","39","55","55","65","40","53","30","18","22","21","32","37","34","38","39","43","34","29","30","19","21","21","33","36","34","38","48","79","42","62","31","21","20","17","28",
"ÁÖ±³¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","27**","20","22","20","34","66","45","55","46","49","31","43","28","23","28","26","40","49","44","49","50","50","46","34","34","22","26","28","47","49","50","52","62","98","54","74","32","24","24","19","37",
"È«¼ºÀ¾","¿ùÆò±Õ","","","","","","","","33","27","45","44","49","45","54","44","50","51","42","38","21","22","20","31","60","43","56","54","63","39","50","30","24","24","25","39","45","40","43","37","39","35","32","32","22","23","23","41","45","39","43","51","80","44","59","30","23","20","14","27",
"³»Æ÷","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","53","60","34","44","27","29","31","27","38","40","36","41","40","47","46","36","33","21","23","23","39","42","42","45","56","84","42","59","28","21","21","16","29",
"°øÁÖ","¿ùÆò±Õ","","","","","","","","29","17","30","27","44","42","47","42","44","47","37","33","18","21","21","27","55","44","60","57","64","41","52","37","26","24","22","31","39","40","39","37","40","39","32","32","16","20","19","27","35","39","40","43","64","42","56","33","20","22","17","27",
"ÅºÃµ¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","19","22","23","43","37","41","41","45","65","44","57","33","20","20**","","35",
"ºÎ¿©À¾","¿ùÆò±Õ","","","","","","","","34","29","37","38","49","50","57","54","47","52","42","39","25","24","21","29","51","40","55","54","56","34","48","31","26","28","24","32","43","40","43","45","47","43","35","37","22","28","25","37","39","41","43","45","85","56","84","47","35","32","17","28",
"Ã»¾çÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","42*","43","42","42","44","33","29","18","20","19","27","53","42","58","54","61","39","46","31","23","24","18","31","38","36","39","41","46","42","34","34","21","22","20","34","35","36","43","48","73","44","61","34","21","20","17","31",
"Á¤»ê¸é»ç¹«¼Ò","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","33","38","40","42","46","68","36","51","24","16","17","13","24",
"±Ý»êÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","46*","44","42","40","49","37","33","24","23","19*","23","50","41","55","50","58","36","39","30","18","21","24","36","51","49","50","47","48","48","39","43","23","21","19","31","38","44","43","44","61","36*","52","31","16","17","15","26",
"¿¹»ê±º","¿ùÆò±Õ","","","","","","","","30","21","38","40","49","46","52","46","47","49","43","35","23","25","23","31","62","47","64","59","69","43","53","35","26","25","25","37","45","41","46","43","43","42","35","34","22","24","23","37","42","42","44","54","81","42","55","31","20","20","16","28",
"»ð±³À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","23","24","19","42",
"¾ö»ç¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","49**","46","32","28","20","20","18","25","47","41","57","51","60","36","46","29","22","24","21","27","41","38","42","41","44","41","30","33","18","22","21","29","31","33","34","43","62","","55","29","18","18","15","24",
"¼­ÃµÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","51**","48","36","32","20","24","22","32","49","39","49","61","70","41","47","25","26","33","29","42","47","41","47","49","51","46","36","37","20","26","26","41","42","42","44","46","79","40","57","27","20","19","16","29",
"¼­¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","41**","42","35","32","22","23","21","29","51","38","49","54","63","39","50","29","24","27","24","32","37","32","35","39","41","38","29","28","19","24","23","34","35","35","40","43","77","41","62","31","24","17","19","33",
"ÀåÇ×À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","49","54","34","46","30","26","29","25","32","37","31","41","49","51","54","32","31","18","25","23","39","44","42","45","46","87","43","61","29","20","19","16","28",
"ÀÓ½ÇÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","21","26","30","57","41","","60","63","41","44","37","23","24","18","23","36","33","34","32","36","41","35","37","17","22","20*","0","0","34**","36","38","63","38","47","30","16","16","14","23",
"°üÃÌ¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36**","65","40","48","33","20","21","18","26",
